decade,year,title,term,category,line_text,first_tech_position,first_tech_category
1990,1999,8mm,telephone,communication,"Few days ago, I was contacted by a couple living in Philadelphia, a doctor and his wife.  What happened was they picked up a young girl hitchhiking off 81, which heads into Philadelphia, started up a conversation with this girl, she looked homeless, seemed about eighteen maybe.  They convinced her to let them buy her a meal in the city.  Nice kid, mature, didn't have much to say, but they got a sense she's a runaway, so all through dinner the doctor's working on her, trying to convince her that at the very least she should pick up a telephone.  Not surprisingly, she ate her food, excused herself...  That's the last they saw her.  The reason they came to me for help, the reason I'm coming to you, is we had a friend of mine in the department work up a sketch...  They want to see if I can I.D. this girl, somehow pass along a message to let the parents know the kid's alive, doing alright.",0.600891861761427,communication
1990,1999,8mm,machine,computational,"There wasn't nobody around.  This place was a shit-hole.  I backed up the car to the door and we carried her in, like groceries.  Dino made her eat a bunch of pills, we laid out the plastic, put film in the camera and Machine went to work.",0.9121338912133892,computational
1990,1999,8mm,screen,computational,"Fuck you then, you want to know?  I talked her up, told her how beautiful she was, told her she was gonna be a star.  I told her I was gonna get her a screen test, and while I'm doing that, I got her a soda and dropped a mickey.  When it was dark enough, I rang Dino and told him it was go time, I put her in the trunk of my car and we went and we fucking did it.  That's what happened.  She's dead.  She's been dead a long fucking time.  Nobody fucking cares!",0.3282608695652174,computational
1990,1999,8mm,machine,computational,"So... you brought Dino in, and he brought Machine.  And, one day, a girl walked into your office because you had an ad in the paper for models.  And she never walked out.",0.24705882352941178,computational
1990,1999,8mm,phone,communication,"Okay, we'll come back to that.  So, six years ago a guy contacts you, through the classifieds, over the phone, however he does it.  It's Longdale, looking for a snuff film. And you, entrepreneur that you are, tell him you can hook him up.",0.4369747899159664,communication
1990,1999,8mm,machine,computational,Who is Machine?,0.4666666666666667,computational
1990,1999,8mm,machine,computational,I'm trying to figure that out myself.  I have to see Machine without his mask.,0.6794871794871795,computational
1990,1999,8mm,machine,computational,"Nobody knows his name.  That's his thing.  He always wears a mask.  You never see his face.  He calls himself ""Machine,"" that's what they call him.  Machine.",0.7070063694267515,computational
1990,1999,8mm,computer,computational,"First of all, basement sales like tonight aren't gonna last much longer.  It's too risky, one, and two, everything's going on the internet.  Anyone with a computer and enough patience can find anything he wants.  It's heaven for those degenerate chicken-hawks. They're swapping pictures back and forth as fast as their modems can zap 'em.  But, there's still some weird shit under the counter where I work sometimes.  No one knows where it comes from.  That's local underground, where information spreads by word of mouth.  Those are zombies, hardcore junkies.  Their hands are permanently pruned.  They go out in the sun they don't burn, they blister.  Other than that, all I know about is the mail. Classified ads in the paper with hidden codes.  Secret couriers. Credit card orders to dummy corporations.  Interstate wire transfers.  Revolving P.O. boxes. But, if you're asking me who do you go to to get illegal shit... who knows?  That's the whole point -- the seller stays as far away from the buyer as possible, and vice versa, and cops can't trace the deal.  There's ways to do it so nobody knows who anybody is.",0.13839285714285715,computational
1990,1999,8mm,internet,computational,"First of all, basement sales like tonight aren't gonna last much longer.  It's too risky, one, and two, everything's going on the internet.  Anyone with a computer and enough patience can find anything he wants.  It's heaven for those degenerate chicken-hawks. They're swapping pictures back and forth as fast as their modems can zap 'em.  But, there's still some weird shit under the counter where I work sometimes.  No one knows where it comes from.  That's local underground, where information spreads by word of mouth.  Those are zombies, hardcore junkies.  Their hands are permanently pruned.  They go out in the sun they don't burn, they blister.  Other than that, all I know about is the mail. Classified ads in the paper with hidden codes.  Secret couriers. Credit card orders to dummy corporations.  Interstate wire transfers.  Revolving P.O. boxes. But, if you're asking me who do you go to to get illegal shit... who knows?  That's the whole point -- the seller stays as far away from the buyer as possible, and vice versa, and cops can't trace the deal.  There's ways to do it so nobody knows who anybody is.",0.13839285714285715,computational
1990,1999,8mm,phone,communication,"You've got Penthouse, Playboy, Hustler, etc.  Nobody even considers them pornography anymore.  Then, there's mainstream hardcore.  Triple X.  The difference is penetration. That's hardcore.  That whole industry's up in the valley. Writers, directors, porn stars. They're celebrities, or they think they are.  They pump out 150 videos a week.  A week.  They've even got a porno Academy Awards.  America loves pornography.  Anybody tells you they never use pornography, they're lying.  Somebody's buying those videos.  Somebody's out there spending 900 million dollars a year on phone sex.  Know what else?  It's only gonna get worse.  More and more you'll see perverse hardcore coming into the mainstream, because that's evolution.  Desensitization.  Oh my God, Elvis Presley's wiggling his hips, how offensive!  Nowadays, Mtv's showing girls dancing around in thong bikinis with their asses hanging out.  Know what I mean?  For the porn-addict, big tits aren't big enough after a while.  They have to be the biggest tits ever.  Some porn chicks are putting in breast implants bigger than your head, literally.  Soon, Playboy is gonna be Penthouse, Penthouse'll be Hustler, Hustler'll be hardcore, and hardcore films'll be medical films. People'll be jerking off to women laying around with open wounds. There's nowhere else for it to go.",0.43156320119670905,communication
1990,1999,8mm,phone,communication,"I think about it everyday.  But, every time the phone rings... every single time, I still think it's her.",0.45714285714285713,communication
1990,1999,8mm,tv,communication,"I didn't think there were private detectives anymore, except on TV.",0.9552238805970149,communication
1990,1999,8mm,phone,communication,"Alright.  May I have your phone number, area code first?",0.4642857142857143,communication
1980,1988,a nightmare on elm street 4: the dream master,phone,communication,"Great, you wouldn't happen to know his phone number?",0.75,communication
1980,1989,a nightmare on elm street: the dream child,phone,communication,You had me scared on the phone.  What's wrong with the baby?,0.4166666666666667,communication
1990,1997,affliction,computer,computational,"You got yourself a computer, Alma.",0.5588235294117647,computational
1990,1997,affliction,tv,communication,"The only difference between me and that Clemens on TV is luck, shit luck.",0.6986301369863014,communication
1990,1997,affliction,phone,communication,"You get the hell out of my house now, asshole. And know this -- you are going to be a lucky asshole if I haven't got you fired before the day is out. I can do it with one phone call, and I'm pissed enough to do it now!",0.7844036697247706,communication
1990,1997,affliction,television,communication,Doing your fucking job. I know. I watch television too.,0.7272727272727273,communication
1990,1997,affliction,phone,communication,"I said, 'Next time, phone ahead.'",0.6060606060606061,communication
1990,1997,affliction,phone,communication,"Whitehouse. Next time, phone ahead.",0.6571428571428571,communication
1990,1997,affliction,phone,communication,Is there something wrong with the phone?,0.85,communication
1990,1997,affliction,tv,communication,"A lesson in work and its rewards. You'll thank me for this one day.  Sally, turn off that TV!",0.967741935483871,communication
1990,1997,affliction,tv,communication,"Yeah, brother, look, I was calling cause -- has there been anything on TV in Boston about a hunting accident with a guy named Twombley, Evan Twombley?",0.47333333333333333,communication
1990,1997,air force one,television,communication,"Romeo Tango Zulu, copy One the television, graphics of the First Family against the Presidential Seal.",0.30392156862745096,communication
1990,1997,air force one,phone,communication,"Up on the upper deck is the cockpit and the Mission Communication Center. The MCC, as we call it, can place clear and secure phone calls to anywhere on earth.  We're linked to a network of military and civilian satellites and ground stations.  We could run the country or run a war from there if we had to.",0.4084967320261438,communication
1990,1997,air force one,network,computational,"Up on the upper deck is the cockpit and the Mission Communication Center. The MCC, as we call it, can place clear and secure phone calls to anywhere on earth.  We're linked to a network of military and civilian satellites and ground stations.  We could run the country or run a war from there if we had to.",0.4084967320261438,communication
1990,1997,air force one,television,communication,"Sir, the Speaker of the House attacked this administration on national television.  You can't afford to leave that hanging.",0.5772357723577236,communication
1980,1982,airplane ii: the sequel,computer,computational,We've blown the computer!  Elaine!  Set course change!,0.2962962962962963,computational
1980,1982,airplane ii: the sequel,radio,communication,That's the way I want it.  Just turn the radio on and go.,0.7192982456140351,communication
1980,1982,airplane ii: the sequel,computer,computational,We're computer locked and the manual navigation unit is down.,0.09836065573770492,computational
1980,1982,airplane ii: the sequel,computer,computational,He tried to disconnect ROK.  It gassed him.  That computer is running this ship and we're heading right for the sun.,0.43103448275862066,computational
1980,1982,airplane ii: the sequel,computer,computational,"But, darling, they've offered me a chance to head up the computer analysis division for the Jupiter probe.",0.5377358490566038,computational
1980,1982,airplane ii: the sequel,computer,computational,For the best little computer officer on the Mercury mission.,0.3333333333333333,computational
1980,1982,airplane ii: the sequel,machine,computational,"Captain, the coffee machine is jammed and I don't like it.",0.3448275862068966,computational
1980,1982,airplane ii: the sequel,computer,computational,That damn computer has taken over.  I'm getting out.,0.19230769230769232,computational
1980,1980,airplane!,radio,communication,It's the little room at the front of the plane where the pilots sit. But that's not important right now. The first officer is ill and the Captain would like someone with flying experience to help him with the radio. Do you know anything about planes?,0.836,communication
1980,1988,alien nation,ai,computational,Ss'ai k'ss?  Perfect.,0.14285714285714285,computational
1980,1988,alien nation,ai,computational,Ss-ai!,0.5,computational
1980,1988,alien nation,network,computational,"They had months in quarantine to develop the plan.  Porter, with his chemistry background, must have somehow come up with the formula for the drug.  Hubley manufactured it -- at the refinery.  Strader, through the nightclub, established a distribution network.  And Harcourt--",0.9130434782608695,computational
1980,1988,alien nation,signal,communication,"Nice signal, dickwad!",0.23809523809523808,communication
1980,1988,alien nation,ai,computational,"That is exactly so.  It is like your name... Sykes.  I'm sure it doesn't bother you at all that it sounds like ""ss'ai k'ss"", two words in my language which mean ""excrement"" and ""cranium"".",0.6149732620320856,computational
1980,1986,aliens,data,computational,PDT'S.  Personal-Data Transmitters. Every adult colonist had one surgically implanted.,0.19767441860465115,computational
1980,1986,aliens,computer,computational,"All right, the area's secured. Let's go in and see what their computer can tell us.  First team head for operations. Hudson, see if you can get their CPU on line.  Hicks, meet me at the south lock by the up-link tower...",0.2818181818181818,computational
1980,1986,aliens,signal,communication,"Twelve meters.  Man, this is a big fucking signal.  Ten meters.",0.6825396825396826,communication
1980,1986,aliens,signal,communication,This signal's weird...must be some interference or something. There's movement all over the place...,0.05,communication
1980,1986,aliens,data,computational,"Look, I can see where this is going.  But I'm telling you those things exist.  Back on that planetoid is an alien ship and on that ship are thousands of eggs.  Thousands. Do you understand?  I suggest you find it, using the flight recorder's data.  Find it and deal with it -- before one of your survey teams comes back with a little surprise...",0.7014492753623188,computational
1980,1984,amadeus,machine,computational,"'Course you would. You belong here, my boy, not the snobby Court. You could do anything you felt like here - the more fantastic the better! That's what people want, you know: fantasy. You do a big production, fill it with beautiful magic tricks and you'll be absolutely free to do anything you want. Of course, you'd have to put a fire in it, because I've got the best fire machine in the city and a big flood - I can do you the finest water effects you ever saw in your life. Oh, and a few trick animals. You'd have to use those.",0.7056603773584905,computational
1980,1981,an american werewolf in london,radio,communication,Have you read the papers today? Have you listened to the radio or television?,0.7402597402597403,communication
1980,1981,an american werewolf in london,television,communication,Have you read the papers today? Have you listened to the radio or television?,0.7402597402597403,communication
1980,1981,an american werewolf in london,screen,computational,Rendezvous in Rome starring Jack Goodman and Debbie Klein. The love affair that shocked Europe! See torrid lovemaking at its most explicit! See Jack and Debbie expose their lust in the sacred halls of the Vatican! Never has the screen dared...,0.9382716049382716,computational
1980,1981,an american werewolf in london,telephone,communication,He's on the telephone.,0.5454545454545454,communication
1930,1932,american madness,phone,communication,Get Mrs. Dickson on the phone.,0.8,communication
1930,1932,american madness,data,computational,Here's the data on the Clyde deal.,0.3235294117647059,computational
1930,1932,american madness,telephone,communication,"Yeah.  I got an idea. Come on, let's get to a telephone.",0.8214285714285714,communication
2000,2000,american psycho,phone,communication,"The question is do you like it, Courtney? And will you blow off a fucking phone call from your sad excuse for a boyfriend to eat there tonight.",0.5174825174825175,communication
2000,2000,american psycho,phone,communication,"No! Listen, don't you know who I am? I'm not Davis, I'm Patrick Bateman! I talk to you on the phone all the time! Don't you recognize me? You're my lawyer.",0.6064516129032258,communication
2000,2000,american psycho,machine,computational,"Wait. Stop. You don't seem to understand. You're not really comprehending any of this. I killed him. I did it, Carnes. I'm Patrick Bateman. I chopped Owen's fucking head off. I tortured dozens of girls. The whole message I left on your machine was true.",0.932806324110672,computational
2000,2000,american psycho,machine,computational,"Well, there's a message on his answering machine saying he went to London.",0.5540540540540541,computational
2000,2001,antitrust,phone,communication,Prob'ly waiting by the phone for Outpost to call. We'll leave it for him?,0.3150684931506849,communication
2000,2001,antitrust,tv,communication,When's Brian coming for the TV?,0.9032258064516129,communication
2000,2001,antitrust,digital,computational,And the kid who wrote Skywire -- then gave it away? They're calling him the digital Robin Hood.,0.8,computational
2000,2001,antitrust,machine,computational,"Cause he was a liar. And I hated him.  ""Get your head out of that machine, wise up to the real world."" The more he mocked me the deeper I went. Cause if being savvy meant being like him --  Guess that's why I'm kind of clueless, even now. Didn't cultivate my conniving side. 'Not sure I even have one.",0.21926910299003322,computational
2000,2001,antitrust,machine,computational,No. I just went deeper into the machine. Preferred being the geek to having to explain. Lying would've been worse.,0.2807017543859649,computational
2000,2001,antitrust,phone,communication,"You'd have to start practically from scratch. But this is all you'd be working on. No marketing meetings, no product seminars. We can't waste the time. Half the Valley's working on convergence. So're media conglomerates, cable companies, phone companies. 'Can't finish second, Milo. There is no second... Now what would you like to ask me?",0.7020648967551623,communication
2000,2001,antitrust,tv,communication,"Among other things... We know convergence is the real super-highway: all the PC's, TV's, phones, etc. linked together. Why cram it into a cable if you can use the whole sky?",0.4797687861271676,communication
2000,2001,antitrust,internet,computational,Low enough to relay internet traffic.,0.5405405405405406,computational
2000,2001,antitrust,digital,computational,Milo? Gary Boyd. I'm hoping you and your friend can come up here. We've made some amazing strides in digital convergence. I'd love to show them to you.,0.6688741721854304,computational
2000,2001,antitrust,app,computational,Your app kind of blew mine out of the water.,0.11363636363636363,computational
2000,2001,antitrust,phone,communication,Tell me you're not calling on your car phone?!,0.8478260869565217,communication
2000,2001,antitrust,data,computational,"You'd have to design a graphic interface to make the data pop. Maybe some audio, too. To tie it all in to Gary. How long would that take you?",0.375886524822695,computational
2000,2001,antitrust,digital,computational,"It's how on-line services push logos they wanna sell you. You don't ask for 'em, they just appear. 'Have to work on it somewhere besides my office or my house. And then the quality of the broadcast wouldn't exactly be digital, that's 12 months away.",0.8755020080321285,computational
2000,2001,antitrust,network,computational,He's got 12 satellites up. He's got dishes on top of 21. He's building this --  mega-network for Skywire. Let's use it.,0.7142857142857143,computational
2000,2001,antitrust,device,computational,"Time-Warner has a 40 per cent stake in Gary's set-top device. That also takes out CNN.  ""GE joins Outpost in new venture,"" which means NBC is out. ""Disney joins Outpost,"" ABC is out. ""Outpost and Newscorp in new deal,"" Fox is out. Any of these places could have a mole. Or all of 'em.  It's like a a continuous loop. We can go to some alternative press place that 1,000 people read, get them and us killed. But anything big enough for this is a parent of or a subsidiary to something Gary's got a finger in!",0.10650887573964497,computational
2000,2001,antitrust,network,computational,"Yeah, they dig stuff like this.  ""CBS News has partnered with Outpost Information Systems in a cable news network due to launch Fall of 2001.""",0.7464788732394366,computational
2000,2001,antitrust,data,computational,We could cross-reference a data base on media ownership. But not on our own computers. Not even at home.,0.25961538461538464,computational
2000,2001,antitrust,tv,communication,"The mainstream media. TV, or a newsmagazine.",0.5,communication
2000,2001,antitrust,machine,computational,"I'm cool. They didn't touch the machine. Or my disks. Probably didn't know what they were. So, you a Moonie yet?  Milo?",0.2689075630252101,computational
2000,2001,antitrust,phone,communication,"And your phone messages. You wanna do what you do, it's not a crime.",0.1323529411764706,communication
2000,2001,antitrust,digital,computational,"#21. Way behind schedule. It's top- secret, but everybody knows it's a digital broadcast space. They see the dishes on top, the fiber optics going in.",0.47333333333333333,computational
1990,1997,austin powers: international man of mystery,television,communication,"Virtucon's main interest is in cable television, but they do have a subterranean construction division, yes. How did you know?",0.29365079365079366,communication
1990,1997,austin powers: international man of mystery,phone,communication,"Hello, Austin. This is Basil Exposition, Chief of British Intelligence.  You're Austin Powers, International Man of Mystery, and you're with Agent Mrs. Kensington. The year is 1967, and you're talking on a picture phone.",0.9727272727272728,communication
1990,1997,austin powers: international man of mystery,phone,communication,"Good morning, luv, who are you on the phone with?",0.7755102040816326,communication
1990,1997,austin powers: international man of mystery,device,computational,"Let me guess. The floss is garotte wire, the toothpaste contains plastic explosives, and the toothbrush is the detonation device.",0.9457364341085271,computational
1990,1997,austin powers: international man of mystery,phone,communication,"Yes, we've had it retrofitted with a secure cellular phone, an on-board computer, and a Global Geosynchronous Positioning Device. Oh, and finally, this.",0.34868421052631576,communication
1990,1997,austin powers: international man of mystery,computer,computational,"Yes, we've had it retrofitted with a secure cellular phone, an on-board computer, and a Global Geosynchronous Positioning Device. Oh, and finally, this.",0.34868421052631576,communication
1990,1997,austin powers: international man of mystery,device,computational,"Yes, we've had it retrofitted with a secure cellular phone, an on-board computer, and a Global Geosynchronous Positioning Device. Oh, and finally, this.",0.34868421052631576,communication
1990,1997,austin powers: international man of mystery,machine,computational,"People have to tell me these things. I've been frozen for thirty years, throw me a bone here.  OK, no problem. Here's my second plan. Back in the Sixties I had a weather changing machine that was in essence a sophisticated heat beam which we called a ""laser.""  Using this laser, we punch a hole in the protective layer around the Earth, which we scientists call the ""Ozone Layer."" Slowly but surely, ultraviolet rays would pour in, increasing the risk of skin cancer. That is, unless the world pays us a hefty ransom.",0.34622823984526113,computational
1990,1998,the avengers,telephone,communication,Ask not for whom the telephone rings ...,0.525,communication
1980,1984,bachelor party,phone,communication,The phone made me do it!,0.16666666666666666,communication
1980,1984,bachelor party,phone,communication,"Well, the first month it's great. The second month things calm down a little. By the third month you're looking through your old girlfriends' phone numbers; by the fourth month you're numb; by the fifth month, hopefully the football season starts.",0.5748987854251012,communication
1990,1991,backdraft,phone,communication,You guys ought to try picking up a phone once in awhile.,0.625,communication
2000,2000,bamboozled,tv,communication,"C'mon, why not?  The Monkees had a show.  Look at all that other junk that's on TV.  We got underground cult following.",0.6722689075630253,communication
2000,2000,bamboozled,tv,communication,"I have this concept for a TV pilot. There's no guarantee it will get made but regardless, you'll still make some money.",0.2184873949579832,communication
2000,2000,bamboozled,tv,communication,"Our guest today is Pierre Delacroix. He is the creator of the highly controversial TV show MANTAN. Let's get right into it.  You have been called by some in the community a traitor, a sellout, an Uncle Tom. Why does your show generate such feelings?",0.3333333333333333,communication
2000,2000,bamboozled,tv,communication,"Ya first bad move.  Projects been done.  That's one of the problems now, everything, movies, TV, are set in the urban jungle, da hood. That's so tired.  Mantan's Millennium Minstrel Show should be set on a plantation.  In Alabama.",0.4043478260869565,communication
2000,2000,bamboozled,television,communication,"The point being that him, the networks don't want Black people on television unless they are buffoons.",0.6470588235294118,communication
2000,2000,bamboozled,tv,communication,So they can be on TV.,0.8571428571428571,communication
2000,2000,bamboozled,television,communication,"Peerless, I didn't raise a buffoon. We have enough of those on television already.",0.7682926829268293,communication
2000,2000,bamboozled,tv,communication,"This is a TV show, not a music video.",0.2702702702702703,communication
2000,2000,bamboozled,television,communication,"Before we begin, I want to thank you for coming on my show for your first television interview.  You could have chosen Mike Wallace, Barbara Walters, Jane Pauley, whatnot but you're here.",0.39572192513368987,communication
2000,2003,basic,phone,communication,Old friend. Haven't talked to him in -- 911. Can I use your phone?,0.9090909090909091,communication
2000,2003,basic,phone,communication,Your phone number?,0.2777777777777778,communication
2000,2003,basic,phone,communication,Christ... Remind me to thank Bill for mentioning that on the phone --,0.8840579710144928,communication
2000,2006,black snake moan,phone,communication,I can't get Rae on the phone. She's not at home... none of her friends seen her anywhere.,0.25842696629213485,communication
2000,2006,black snake moan,phone,communication,Somethin' wrong with ya phone? Been callin' the last few days.,0.3870967741935484,communication
2000,2006,black snake moan,phone,communication,Stolen phone cards and two-ways is what you sayin'.,0.13725490196078433,communication
1980,1982,blade runner,machine,computational,You got a machine on it yet?,0.35714285714285715,computational
1980,1982,blade runner,data,computational,"There wasn't much left of him, so we can't be sure.  But bio- chemical data and morphology records of the Nexus-6 were reported missing.  Going on the possibility they might try to infiltrate we send Holden in to run Voight-Kampff tests on the new employees.  Guess he found himself one.",0.24738675958188153,computational
1980,1982,blade runner,data,computational,"Nexus designated Pris:  incept data December 13 2017, competitive, programmed to provide pleasure for long term spacers.",0.25833333333333336,computational
1980,1982,blade runner,phone,communication,"Don't leave here.  Don't open the door, don't answer the phone.",0.9047619047619048,communication
1980,1982,blade runner,robot,computational,"A humanoid robot is like any other machine, it can be a benefit or a hazard.  If it's a benefit, it's not our problem.",0.09322033898305085,computational
1980,1982,blade runner,machine,computational,"A humanoid robot is like any other machine, it can be a benefit or a hazard.  If it's a benefit, it's not our problem.",0.09322033898305085,computational
1980,1982,blade runner,computer,computational,"All pertinent information is being fed into your departmental computer, an Esper 231 -- I believe -- and a photo over-lay packet is being produced.",0.4217687074829932,computational
1980,1982,blade runner,machine,computational,The machine works.  She is.,0.14814814814814814,computational
1980,1982,blade runner,machine,computational,"If she is, the machine works.",0.5172413793103449,computational
1980,1982,blade runner,machine,computational,"Like you said, Mr. Deckard, a machine can be a hazard.  The Voight-Kampff scale is a machine, isn't it?",0.2912621359223301,computational
1990,1999,blast from the past,computer,computational,He has a computer?,0.5,computational
1990,1999,blast from the past,computer,computational,He's gone to check your answers on his computer.,0.8125,computational
1990,1999,blast from the past,television,communication,Watching television in color.,0.3103448275862069,communication
1990,1999,blast from the past,computer,computational,You don't have a computer in your cabin?,0.425,computational
1990,1999,blast from the past,radio,communication,"Yeah, yeah. Okay.  Give me the roast and watch your step.  I'll come back for the radio.",0.9318181818181818,communication
1980,1986,blue velvet,radio,communication,Yes it's me!!! Frank is on his way up to Dorothy's apartment.  Oh no. Frank has a radio and is hearing everything we say!!  Detective Williams. Hurry. I'm in the apartment. Hurry. I'm hiding in the back bedroom.,0.3886255924170616,communication
1980,1986,blue velvet,phone,communication,The phone. What did you hear on the phone. Tell me. Word for word.,0.06060606060606061,communication
1980,1986,blue velvet,phone,communication,"I saw you come in, talk on the phone. Get undressed.",0.5961538461538461,communication
1980,1986,blue velvet,tv,communication,I don't know why we have to watch TV.,0.918918918918919,communication
1990,1999,the boondock saints,tv,communication,On TV ya always get that asshole that jumps behind the couch.,0.04918032786885246,communication
1990,1999,the boondock saints,tv,communication,Just like on TV.,0.8125,communication
2000,2004,the bourne supremacy,computer,computational,...this is Conklin's computer.,0.7,computational
2000,2004,the bourne supremacy,phone,communication,Alexanderplatz. 30 minutes. Under the World Clock. Alone. Give her your phone.,0.9230769230769231,communication
2000,2004,the bourne supremacy,digital,computational,"We're looking at all Berlin outbound. Good news is, every train station in Berlin has thirty to forty fixed, digital security cameras. Common feed.",0.7414965986394558,computational
1940,1942,casablanca,phone,communication,What is the meaning of that phone call?,0.717948717948718,communication
1940,1942,casablanca,radio,communication,Get me the Radio Tower!,0.4782608695652174,communication
1940,1942,casablanca,phone,communication,Put that phone down!,0.45,communication
2000,2000,cast away,phone,communication,"Your calendar, your cell phone, your whoo pig sooey hat, some pictures of that ketch you wanted.",0.2604166666666667,communication
